SPH07 input file generated from LSDYNA K file                                 
Global time history data
,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.106718-320,  0.109683-320,  0.113141-320,  0.000000E+00,  0.000000E+00,  0.665506-320,  0.669953-320,  0.674894-320
,  0.362009E+02,  0.415726E+00,  0.260472E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.314120E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.362406E+02,  0.426707E+00,  0.260806E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.316403E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.362802E+02,  0.437871E+00,  0.261106E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.318741E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.363211E+02,  0.449541E+00,  0.261334E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.321213E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.363607E+02,  0.461063E+00,  0.261517E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.323668E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.364004E+02,  0.472728E+00,  0.261747E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.326178E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.364400E+02,  0.484384E+00,  0.262003E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.328741E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.364809E+02,  0.496236E+00,  0.262265E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.331437E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.365205E+02,  0.507562E+00,  0.262565E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.334107E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.365602E+02,  0.518781E+00,  0.262861E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.336835E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.366010E+02,  0.530247E+00,  0.263122E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.339701E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.366407E+02,  0.541181E+00,  0.263430E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.342536E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.366803E+02,  0.551805E+00,  0.263720E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.345423E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.367212E+02,  0.562415E+00,  0.263963E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.348455E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.367608E+02,  0.572433E+00,  0.264190E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.351447E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.368005E+02,  0.582195E+00,  0.264416E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.354482E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.368401E+02,  0.591677E+00,  0.264638E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.357556E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.368810E+02,  0.601117E+00,  0.264882E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.360764E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.369206E+02,  0.609947E+00,  0.265116E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.363918E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.369603E+02,  0.618474E+00,  0.265331E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.367105E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.370011E+02,  0.626978E+00,  0.265562E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.370413E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.370023E+02,  0.627224E+00,  0.265569E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.102904E+00,  0.370511E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.370804E+02,  0.642306E+00,  0.266030E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.376950E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.371201E+02,  0.649642E+00,  0.266257E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.380242E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.371609E+02,  0.656910E+00,  0.266510E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.383640E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.372006E+02,  0.663729E+00,  0.266755E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.386935E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.372402E+02,  0.670392E+00,  0.266967E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.390224E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.372810E+02,  0.677164E+00,  0.267190E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.393600E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.373207E+02,  0.683722E+00,  0.267412E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.396857E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.373603E+02,  0.690324E+00,  0.267634E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.400082E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.374012E+02,  0.697214E+00,  0.267859E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.403362E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.374408E+02,  0.704037E+00,  0.268072E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.406500E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.374805E+02,  0.711056E+00,  0.268313E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.409585E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.375201E+02,  0.718344E+00,  0.268536E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.412611E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.375610E+02,  0.726261E+00,  0.268751E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.415655E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.376006E+02,  0.734481E+00,  0.268944E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.418527E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.376403E+02,  0.743359E+00,  0.269139E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.421306E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.376811E+02,  0.753279E+00,  0.269344E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.424066E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.377208E+02,  0.763710E+00,  0.269535E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.426632E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.377604E+02,  0.774994E+00,  0.269690E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.429079E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.378001E+02,  0.787205E+00,  0.269864E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.431399E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.378409E+02,  0.800833E+00,  0.270081E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.433648E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.378806E+02,  0.815205E+00,  0.270279E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.435685E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.379202E+02,  0.830830E+00,  0.270503E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.437569E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.379611E+02,  0.848265E+00,  0.270733E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.439340E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.380007E+02,  0.866459E+00,  0.270962E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.440891E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.380019E+02,  0.867030E+00,  0.270970E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.103516E+00,  0.440936E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.380800E+02,  0.906218E+00,  0.271410E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.443564E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.381209E+02,  0.929456E+00,  0.271627E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.444659E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.381605E+02,  0.953626E+00,  0.271869E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.445531E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.382002E+02,  0.979297E+00,  0.272075E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446206E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.382410E+02,  0.100730E+01,  0.272291E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446686E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.382807E+02,  0.103605E+01,  0.272529E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446941E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.383203E+02,  0.106638E+01,  0.272744E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446992E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.383612E+02,  0.109927E+01,  0.272923E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446835E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.384008E+02,  0.113270E+01,  0.273109E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.446473E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.384404E+02,  0.116754E+01,  0.273333E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.445902E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.384801E+02,  0.120372E+01,  0.273554E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.445128E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.385209E+02,  0.124230E+01,  0.273769E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.444121E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.385606E+02,  0.128094E+01,  0.273973E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.442944E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.386002E+02,  0.132064E+01,  0.274153E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.441573E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.386411E+02,  0.136256E+01,  0.274341E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.439961E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.386807E+02,  0.140404E+01,  0.274563E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.438207E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.387204E+02,  0.144608E+01,  0.274780E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.436279E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.387600E+02,  0.148857E+01,  0.274932E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.434189E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.388009E+02,  0.153273E+01,  0.275076E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.431875E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.388405E+02,  0.157583E+01,  0.275277E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.429478E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.388802E+02,  0.161894E+01,  0.275445E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.426943E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.389210E+02,  0.166312E+01,  0.275621E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.424193E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.389607E+02,  0.170559E+01,  0.275819E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.421397E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.390003E+02,  0.174754E+01,  0.276019E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.418488E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.390015E+02,  0.174880E+01,  0.276025E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104390E+00,  0.418398E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.390808E+02,  0.182903E+01,  0.276371E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.412349E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.391205E+02,  0.186829E+01,  0.276584E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.409202E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.391601E+02,  0.190628E+01,  0.276762E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.405995E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.392010E+02,  0.194387E+01,  0.276989E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.402636E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.392406E+02,  0.197871E+01,  0.277175E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.399328E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.392803E+02,  0.201187E+01,  0.277397E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.395985E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.393211E+02,  0.204415E+01,  0.277624E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.392517E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.393608E+02,  0.207342E+01,  0.277864E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.389138E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.394004E+02,  0.210044E+01,  0.278054E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.385757E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.394401E+02,  0.212511E+01,  0.278262E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.382381E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.394809E+02,  0.214805E+01,  0.278499E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.378920E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.395206E+02,  0.216783E+01,  0.278736E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.375592E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.395602E+02,  0.218502E+01,  0.278901E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.372302E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.396011E+02,  0.219993E+01,  0.279114E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.368952E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.396407E+02,  0.221165E+01,  0.279358E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.365751E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.396803E+02,  0.222068E+01,  0.279578E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.362612E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.397212E+02,  0.222716E+01,  0.279750E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.359451E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.397608E+02,  0.223064E+01,  0.279933E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.356453E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.398005E+02,  0.223130E+01,  0.280157E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.353528E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.398401E+02,  0.222915E+01,  0.280393E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.350686E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.398810E+02,  0.222408E+01,  0.280589E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.347850E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.399206E+02,  0.221642E+01,  0.280780E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.345184E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.399603E+02,  0.220611E+01,  0.281002E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.342608E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.400011E+02,  0.219277E+01,  0.281231E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.340054E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.400023E+02,  0.219233E+01,  0.281237E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105313E+00,  0.339980E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.400804E+02,  0.215981E+01,  0.281573E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.335377E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.401201E+02,  0.213955E+01,  0.281726E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.333187E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.401609E+02,  0.211628E+01,  0.281871E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.331036E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.402006E+02,  0.209151E+01,  0.282022E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.329048E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.402402E+02,  0.206479E+01,  0.282164E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.327157E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.402811E+02,  0.203530E+01,  0.282335E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.325309E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.403207E+02,  0.200484E+01,  0.282530E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.323612E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.403604E+02,  0.197264E+01,  0.282743E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.322009E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.404000E+02,  0.193888E+01,  0.282932E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.320502E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.404409E+02,  0.190267E+01,  0.283091E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.319048E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.404805E+02,  0.186623E+01,  0.283253E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.317726E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.405202E+02,  0.182856E+01,  0.283437E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.316492E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.405610E+02,  0.178857E+01,  0.283604E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.315311E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.406007E+02,  0.174882E+01,  0.283764E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.314249E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.406403E+02,  0.170832E+01,  0.283950E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.313266E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.406812E+02,  0.166592E+01,  0.284155E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.312335E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.407208E+02,  0.162415E+01,  0.284351E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.311510E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.407605E+02,  0.158183E+01,  0.284546E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.310761E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.408001E+02,  0.153915E+01,  0.284761E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.310082E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.408410E+02,  0.149495E+01,  0.285034E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.309453E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.408806E+02,  0.145194E+01,  0.285277E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.308911E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.409202E+02,  0.140890E+01,  0.285452E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.308434E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.409611E+02,  0.136458E+01,  0.285620E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.308005E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.410007E+02,  0.132171E+01,  0.285815E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.307650E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.410019E+02,  0.132042E+01,  0.285821E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.105134E+00,  0.307640E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.410800E+02,  0.123807E+01,  0.286184E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.307086E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.411209E+02,  0.119491E+01,  0.286373E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306881E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.411605E+02,  0.115352E+01,  0.286537E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306734E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.412002E+02,  0.111271E+01,  0.286709E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306636E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.412410E+02,  0.107137E+01,  0.286905E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306580E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.412807E+02,  0.103202E+01,  0.287085E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306569E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.413203E+02,  0.993516E+00,  0.287244E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306600E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.413612E+02,  0.954754E+00,  0.287423E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306673E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.414008E+02,  0.918026E+00,  0.287609E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306781E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.414405E+02,  0.882242E+00,  0.287797E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.306927E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.414801E+02,  0.847544E+00,  0.287985E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.307112E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.415210E+02,  0.813030E+00,  0.288191E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.307339E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.415606E+02,  0.780683E+00,  0.288415E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.307593E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.416003E+02,  0.749405E+00,  0.288657E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.307880E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.416411E+02,  0.718385E+00,  0.288912E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.308211E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
,  0.416808E+02,  0.689581E+00,  0.289128E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  0.104474E+00,  0.308563E+02,  0.000000E+00,  0.000000E+00,  0.000000E+00
